timestamp,open,high,low,close,volume
2023-01-02 17:00:00,23395,23425,23385,23405,182
2023-01-02 18:00:00,19400,19430,19390,19410,184
2023-01-02 19:00:00,19605,19635,19595,19615,186
2023-01-02 20:00:00,21410,21440,21400,21420,188
2023-01-02 21:00:00,21615,21645,21605,21625,190
2023-01-02 22:00:00,21820,21850,21810,21830,192
2023-01-02 23:00:00,22025,22055,22015,22035,194
2023-01-03 00:00:00,23830,23860,23820,23840,196
2023-01-03 01:00:00,19835,19865,19825,19845,198
2023-01-03 02:00:00,20040,20070,20030,20050,200
2023-01-03 03:00:00,20245,20275,20235,20255,202
2023-01-03 04:00:00,22050,22080,22040,22060,204
2023-01-03 05:00:00,22255,22285,22245,22265,206
2023-01-03 06:00:00,22460,22490,22450,22470,208
2023-01-03 07:00:00,22665,22695,22655,22675,210
2023-01-03 08:00:00,20270,20300,20260,20280,212
2023-01-03 09:00:00,20475,20505,20465,20485,214
2023-01-03 10:00:00,20680,20710,20670,20690,216
2023-01-03 11:00:00,20885,20915,20875,20895,218
2023-01-03 12:00:00,22690,22720,22680,22700,220
2023-01-03 13:00:00,22895,22925,22885,22905,222
2023-01-03 14:00:00,23100,23130,23090,23110,224
2023-01-03 15:00:00,19105,19135,19095,19115,226
2023-01-03 16:00:00,20910,20940,20900,20920,228
2023-01-03 17:00:00,21115,21145,21105,21125,230
2023-01-03 18:00:00,21320,21350,21310,21330,232
2023-01-03 19:00:00,21525,21555,21515,21535,234
2023-01-03 20:00:00,23330,23360,23320,23340,236
2023-01-03 21:00:00,23535,23565,23525,23545,238
2023-01-03 22:00:00,19540,19570,19530,19550,240
2023-01-03 23:00:00,19745,19775,19735,19755,242
2023-01-04 00:00:00,21550,21580,21540,21560,244
2023-01-04 01:00:00,21755,21785,21745,21765,246
2023-01-04 02:00:00,21960,21990,21950,21970,248
2023-01-04 03:00:00,22165,22195,22155,22175,250
2023-01-04 04:00:00,23970,24000,23960,23980,252
2023-01-04 05:00:00,19975,20005,19965,19985,254
2023-01-04 06:00:00,20180,20210,20170,20190,256
2023-01-04 07:00:00,20385,20415,20375,20395,258
2023-01-04 08:00:00,22190,22220,22180,22200,260
2023-01-04 09:00:00,22395,22425,22385,22405,262
2023-01-04 10:00:00,22600,22630,22590,22610,264
2023-01-04 11:00:00,22805,22835,22795,22815,266
2023-01-04 12:00:00,20410,20440,20400,20420,268
2023-01-04 13:00:00,20615,20645,20605,20625,270
2023-01-04 14:00:00,20820,20850,20810,20830,272
2023-01-04 15:00:00,21025,21055,21015,21035,274
2023-01-04 16:00:00,22830,22860,22820,22840,276
2023-01-04 17:00:00,23035,23065,23025,23045,278
2023-01-04 18:00:00,23240,23270,23230,23250,280
2023-01-04 19:00:00,19245,19275,19235,19255,282
2023-01-04 20:00:00,21050,21080,21040,21060,284
2023-01-04 21:00:00,21255,21285,21245,21265,286
2023-01-04 22:00:00,21460,21490,21450,21470,288
2023-01-04 23:00:00,21665,21695,21655,21675,290
2023-01-05 00:00:00,23470,23500,23460,23480,292
2023-01-05 01:00:00,23675,23705,23665,23685,294
2023-01-05 02:00:00,19680,19710,19670,19690,296
2023-01-05 03:00:00,19885,19915,19875,19895,298
2023-01-05 04:00:00,21690,21720,21680,21700,300
2023-01-05 05:00:00,21895,21925,21885,21905,302
2023-01-05 06:00:00,22100,22130,22090,22110,304
2023-01-05 07:00:00,22305,22335,22295,22315,306
2023-01-05 08:00:00,24110,24140,24100,24120,308
2023-01-05 09:00:00,20115,20145,20105,20125,310
2023-01-05 10:00:00,20320,20350,20310,20330,312
2023-01-05 11:00:00,20525,20555,20515,20535,314
2023-01-05 12:00:00,22330,22360,22320,22340,316
2023-01-05 13:00:00,22535,22565,22525,22545,318
2023-01-05 14:00:00,22740,22770,22730,22750,320
2023-01-05 15:00:00,22945,22975,22935,22955,322
2023-01-05 16:00:00,20550,20580,20540,20560,324
2023-01-05 17:00:00,20755,20785,20745,20765,326
2023-01-05 18:00:00,20960,20990,20950,20970,328
2023-01-05 19:00:00,21165,21195,21155,21175,330
2023-01-05 20:00:00,22970,23000,22960,22980,332
2023-01-05 21:00:00,23175,23205,23165,23185,334
2023-01-05 22:00:00,23380,23410,23370,23390,336
2023-01-05 23:00:00,19385,19415,19375,19395,338
2023-01-06 00:00:00,21190,21220,21180,21200,340
2023-01-06 01:00:00,21395,21425,21385,21405,342
2023-01-06 02:00:00,21600,21630,21590,21610,344
2023-01-06 03:00:00,21805,21835,21795,21815,346
2023-01-06 04:00:00,23610,23640,23600,23620,348
2023-01-06 05:00:00,23815,23845,23805,23825,350
2023-01-06 06:00:00,19820,19850,19810,19830,352
2023-01-06 07:00:00,20025,20055,20015,20035,354
2023-01-06 08:00:00,21830,21860,21820,21840,356
2023-01-06 09:00:00,22035,22065,22025,22045,358
2023-01-06 10:00:00,22240,22270,22230,22250,360
2023-01-06 11:00:00,22445,22475,22435,22455,362
2023-01-06 12:00:00,24250,24280,24240,24260,364
2023-01-06 13:00:00,20255,20285,20245,20265,366
2023-01-06 14:00:00,20460,20490,20450,20470,368
2023-01-06 15:00:00,20665,20695,20655,20675,370
2023-01-06 16:00:00,22470,22500,22460,22480,372
2023-01-06 17:00:00,22675,22705,22665,22685,374
2023-01-06 18:00:00,22880,22910,22870,22890,376
2023-01-06 19:00:00,23085,23115,23075,23095,378
2023-01-06 20:00:00,20690,20720,20680,20700,380
2023-01-06 21:00:00,20895,20925,20885,20905,382
2023-01-06 22:00:00,21100,21130,21090,21110,384
2023-01-06 23:00:00,21305,21335,21295,21315,386
2023-01-07 00:00:00,23110,23140,23100,23120,388
2023-01-07 01:00:00,23315,23345,23305,23325,390
2023-01-07 02:00:00,23520,23550,23510,23530,392
2023-01-07 03:00:00,19525,19555,19515,19535,394
2023-01-07 04:00:00,21330,21360,21320,21340,396
2023-01-07 05:00:00,21535,21565,21525,21545,398
2023-01-07 06:00:00,21740,21770,21730,21750,400
2023-01-07 07:00:00,21945,21975,21935,21955,402
2023-01-07 08:00:00,23750,23780,23740,23760,404
2023-01-07 09:00:00,23955,23985,23945,23965,406
2023-01-07 10:00:00,19960,19990,19950,19970,408
2023-01-07 11:00:00,20165,20195,20155,20175,410
2023-01-07 12:00:00,21970,22000,21960,21980,412
2023-01-07 13:00:00,22175,22205,22165,22185,414
2023-01-07 14:00:00,22380,22410,22370,22390,416
2023-01-07 15:00:00,22585,22615,22575,22595,418
2023-01-07 16:00:00,24390,24420,24380,24400,420
2023-01-07 17:00:00,20395,20425,20385,20405,422
2023-01-07 18:00:00,20600,20630,20590,20610,424
2023-01-07 19:00:00,20805,20835,20795,20815,426
2023-01-07 20:00:00,22610,22640,22600,22620,428
2023-01-07 21:00:00,22815,22845,22805,22825,430
2023-01-07 22:00:00,23020,23050,23010,23030,432
2023-01-07 23:00:00,23225,23255,23215,23235,434
2023-01-08 00:00:00,20830,20860,20820,20840,436
2023-01-08 01:00:00,21035,21065,21025,21045,438
2023-01-08 02:00:00,21240,21270,21230,21250,440
2023-01-08 03:00:00,21445,21475,21435,21455,442
2023-01-08 04:00:00,23250,23280,23240,23260,444
2023-01-08 05:00:00,23455,23485,23445,23465,446
2023-01-08 06:00:00,23660,23690,23650,23670,448
2023-01-08 07:00:00,19665,19695,19655,19675,450
2023-01-08 08:00:00,21470,21500,21460,21480,452
2023-01-08 09:00:00,21675,21705,21665,21685,454
2023-01-08 10:00:00,21880,21910,21870,21890,456
2023-01-08 11:00:00,22085,22115,22075,22095,458
2023-01-08 12:00:00,23890,23920,23880,23900,460
2023-01-08 13:00:00,24095,24125,24085,24105,462
2023-01-08 14:00:00,20100,20130,20090,20110,464
2023-01-08 15:00:00,20305,20335,20295,20315,466
2023-01-08 16:00:00,22110,22140,22100,22120,468
2023-01-08 17:00:00,22315,22345,22305,22325,470
2023-01-08 18:00:00,22520,22550,22510,22530,472
2023-01-08 19:00:00,22725,22755,22715,22735,474
2023-01-08 20:00:00,24530,24560,24520,24540,476
2023-01-08 21:00:00,20535,20565,20525,20545,478
2023-01-08 22:00:00,20740,20770,20730,20750,480
2023-01-08 23:00:00,20945,20975,20935,20955,482
2023-01-09 00:00:00,22750,22780,22740,22760,484
2023-01-09 01:00:00,22955,22985,22945,22965,486
2023-01-09 02:00:00,23160,23190,23150,23170,488
2023-01-09 03:00:00,23365,23395,23355,23375,490
2023-01-09 04:00:00,20970,21000,20960,20980,492
2023-01-09 05:00:00,21175,21205,21165,21185,494
2023-01-09 06:00:00,21380,21410,21370,21390,496
2023-01-09 07:00:00,21585,21615,21575,21595,498
